IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.19.202.33,4,3,0.25,163.50,0.00,N/A
104.16.153.204,4,3,0.25,163.51,0.00,N/A
104.18.242.0,4,3,0.25,163.52,0.00,N/A
104.16.232.224,4,3,0.25,163.72,0.00,N/A
104.16.247.242,4,3,0.25,163.74,0.00,N/A
172.64.95.165,4,3,0.25,163.77,0.00,N/A
104.16.148.162,4,3,0.25,163.83,0.00,N/A
104.18.7.36,4,3,0.25,163.84,0.00,N/A
104.17.185.74,4,3,0.25,163.92,0.00,N/A
104.18.152.71,4,3,0.25,163.92,0.00,N/A
104.17.187.204,4,3,0.25,163.93,0.00,N/A
104.19.70.17,4,3,0.25,163.95,0.00,N/A
104.16.174.156,4,3,0.25,164.03,0.00,N/A
104.19.220.139,4,3,0.25,164.03,0.00,N/A
104.16.79.64,4,3,0.25,164.08,0.00,N/A
172.65.230.10,4,3,0.25,164.09,0.00,N/A
104.19.48.78,4,3,0.25,164.11,0.00,N/A
104.26.4.197,4,3,0.25,164.18,0.00,N/A
104.19.217.151,4,3,0.25,164.29,0.00,N/A
104.19.246.104,4,3,0.25,164.35,0.00,N/A
104.16.29.183,4,3,0.25,164.40,0.00,N/A
104.16.235.172,4,3,0.25,164.54,0.00,N/A
172.64.101.43,4,3,0.25,164.54,0.00,N/A
104.19.25.198,4,3,0.25,164.55,0.00,N/A
104.21.227.52,4,3,0.25,164.57,0.00,N/A
104.18.20.228,4,3,0.25,164.61,0.00,N/A
104.17.62.141,4,3,0.25,164.63,0.00,N/A
104.18.74.47,4,3,0.25,164.69,0.00,N/A
172.65.197.244,4,3,0.25,164.70,0.00,N/A
104.21.210.102,4,3,0.25,164.70,0.00,N/A
104.18.3.217,4,3,0.25,164.73,0.00,N/A
104.19.58.74,4,3,0.25,164.74,0.00,N/A
104.19.77.48,4,3,0.25,164.75,0.00,N/A
104.16.110.194,4,3,0.25,164.76,0.00,N/A
104.18.118.220,4,3,0.25,164.77,0.00,N/A
104.17.197.86,4,3,0.25,164.81,0.00,N/A
104.17.8.247,4,3,0.25,164.84,0.00,N/A
104.18.140.2,4,3,0.25,164.87,0.00,N/A
104.17.152.27,4,3,0.25,164.88,0.00,N/A
172.65.208.68,4,3,0.25,164.93,0.00,N/A
104.18.87.80,4,3,0.25,164.96,0.00,N/A
104.17.211.223,4,3,0.25,164.99,0.00,N/A
172.64.84.0,4,3,0.25,165.01,0.00,N/A
104.18.92.101,4,3,0.25,165.08,0.00,N/A
104.17.4.72,4,3,0.25,165.19,0.00,N/A
104.18.72.32,4,3,0.25,165.21,0.00,N/A
104.17.144.32,4,3,0.25,165.23,0.00,N/A
104.19.170.190,4,3,0.25,165.27,0.00,N/A
104.16.125.68,4,3,0.25,165.34,0.00,N/A
104.18.250.107,4,3,0.25,165.40,0.00,N/A
172.64.85.21,4,3,0.25,165.54,0.00,N/A
104.17.225.176,4,3,0.25,165.55,0.00,N/A
104.18.25.102,4,3,0.25,165.58,0.00,N/A
104.16.239.171,4,3,0.25,165.68,0.00,N/A
104.17.150.73,4,3,0.25,165.75,0.00,N/A
104.16.240.29,4,3,0.25,165.87,0.00,N/A
104.16.225.254,4,3,0.25,165.90,0.00,N/A
172.64.80.67,4,3,0.25,165.91,0.00,N/A
104.16.170.154,4,3,0.25,165.94,0.00,N/A
104.17.199.102,4,3,0.25,165.95,0.00,N/A
104.19.234.199,4,3,0.25,166.04,0.00,N/A
104.19.180.158,4,3,0.25,166.06,0.00,N/A
104.21.230.252,4,3,0.25,166.10,0.00,N/A
104.16.210.62,4,3,0.25,166.13,0.00,N/A
104.17.173.162,4,3,0.25,166.14,0.00,N/A
104.18.1.109,4,3,0.25,166.15,0.00,N/A
104.19.247.20,4,3,0.25,166.25,0.00,N/A
104.16.128.97,4,3,0.25,166.30,0.00,N/A
104.21.237.65,4,3,0.25,166.31,0.00,N/A
104.16.184.238,4,3,0.25,166.50,0.00,N/A
104.19.173.70,4,3,0.25,166.53,0.00,N/A
104.19.228.71,4,3,0.25,166.55,0.00,N/A
104.19.20.176,4,3,0.25,166.69,0.00,N/A
172.66.0.250,4,3,0.25,166.76,0.00,N/A
104.18.155.109,4,3,0.25,166.77,0.00,N/A
104.16.192.63,4,3,0.25,166.84,0.00,N/A
172.65.192.160,4,3,0.25,166.89,0.00,N/A
104.16.197.115,4,3,0.25,166.96,0.00,N/A
172.65.196.196,4,3,0.25,167.06,0.00,N/A
104.16.16.209,4,3,0.25,167.12,0.00,N/A
172.65.254.21,4,3,0.25,167.20,0.00,N/A
104.18.90.185,4,3,0.25,167.35,0.00,N/A
104.17.134.95,4,3,0.25,167.41,0.00,N/A
104.19.232.216,4,3,0.25,167.46,0.00,N/A
104.17.124.79,4,3,0.25,167.50,0.00,N/A
104.17.117.165,4,3,0.25,167.56,0.00,N/A
104.17.218.92,4,3,0.25,167.57,0.00,N/A
104.17.198.148,4,3,0.25,167.58,0.00,N/A
172.66.43.213,4,3,0.25,167.60,0.00,N/A
104.21.201.59,4,3,0.25,167.60,0.00,N/A
104.21.236.160,4,3,0.25,167.72,0.00,N/A
104.17.196.176,4,3,0.25,167.77,0.00,N/A
104.16.119.209,4,3,0.25,167.79,0.00,N/A
104.21.202.252,4,3,0.25,167.81,0.00,N/A
104.18.253.132,4,3,0.25,167.83,0.00,N/A
172.65.16.252,4,3,0.25,167.90,0.00,N/A
104.17.247.5,4,3,0.25,168.13,0.00,N/A
104.21.213.79,4,3,0.25,168.20,0.00,N/A
104.17.180.78,4,3,0.25,168.22,0.00,N/A
104.17.201.138,4,3,0.25,168.37,0.00,N/A
104.19.64.254,4,3,0.25,168.41,0.00,N/A
162.159.81.98,4,3,0.25,168.46,0.00,N/A
104.19.218.50,4,3,0.25,168.58,0.00,N/A
104.17.80.87,4,3,0.25,168.60,0.00,N/A
104.18.12.239,4,3,0.25,168.68,0.00,N/A
104.19.172.210,4,3,0.25,168.74,0.00,N/A
104.17.255.95,4,3,0.25,168.78,0.00,N/A
104.19.239.69,4,3,0.25,168.94,0.00,N/A
104.18.107.222,4,3,0.25,168.95,0.00,N/A
104.17.193.228,4,3,0.25,169.05,0.00,N/A
104.17.3.47,4,3,0.25,169.07,0.00,N/A
104.16.121.77,4,3,0.25,169.10,0.00,N/A
162.159.213.100,4,3,0.25,169.24,0.00,N/A
104.16.74.220,4,3,0.25,169.24,0.00,N/A
104.16.252.15,4,3,0.25,169.28,0.00,N/A
172.65.199.232,4,3,0.25,169.40,0.00,N/A
172.65.222.156,4,3,0.25,169.75,0.00,N/A
104.19.89.188,4,3,0.25,169.84,0.00,N/A
104.18.244.120,4,3,0.25,169.88,0.00,N/A
104.16.40.154,4,3,0.25,170.00,0.00,N/A
172.65.204.57,4,3,0.25,170.13,0.00,N/A
104.18.105.156,4,3,0.25,170.32,0.00,N/A
104.18.229.168,4,3,0.25,170.33,0.00,N/A
162.159.212.31,4,3,0.25,170.40,0.00,N/A
104.16.124.26,4,3,0.25,170.45,0.00,N/A
104.16.20.240,4,3,0.25,170.88,0.00,N/A
104.17.252.10,4,3,0.25,170.93,0.00,N/A
104.16.142.127,4,3,0.25,170.99,0.00,N/A
104.19.212.117,4,3,0.25,171.01,0.00,N/A
104.19.54.139,4,3,0.25,171.20,0.00,N/A
104.18.252.14,4,3,0.25,171.53,0.00,N/A
104.17.226.125,4,3,0.25,171.63,0.00,N/A
162.159.243.196,4,3,0.25,172.25,0.00,N/A
172.65.189.163,4,3,0.25,172.35,0.00,N/A
104.17.179.240,4,3,0.25,172.60,0.00,N/A
104.19.249.151,4,3,0.25,172.70,0.00,N/A
104.18.82.155,4,3,0.25,173.01,0.00,N/A
104.24.49.193,4,3,0.25,173.01,0.00,N/A
172.67.189.235,4,3,0.25,173.08,0.00,N/A
104.17.116.69,4,3,0.25,173.32,0.00,N/A
172.65.191.3,4,3,0.25,173.52,0.00,N/A
104.21.70.227,4,3,0.25,174.27,0.00,N/A
104.25.40.226,4,3,0.25,174.86,0.00,N/A
104.18.120.29,4,3,0.25,175.48,0.00,N/A
104.25.205.189,4,3,0.25,175.60,0.00,N/A
104.18.209.63,4,3,0.25,176.19,0.00,N/A
162.159.91.213,4,3,0.25,176.32,0.00,N/A
172.65.14.165,4,3,0.25,176.54,0.00,N/A
172.67.87.159,4,3,0.25,177.03,0.00,N/A
172.67.220.120,4,3,0.25,177.10,0.00,N/A
172.67.78.227,4,3,0.25,177.10,0.00,N/A
172.66.172.72,4,3,0.25,178.16,0.00,N/A
172.67.107.45,4,3,0.25,178.30,0.00,N/A
104.20.1.131,4,3,0.25,178.61,0.00,N/A
104.24.94.112,4,3,0.25,178.73,0.00,N/A
172.67.69.241,4,3,0.25,178.80,0.00,N/A
172.66.167.91,4,3,0.25,179.09,0.00,N/A
104.21.223.213,4,3,0.25,179.30,0.00,N/A
172.65.20.175,4,3,0.25,179.59,0.00,N/A
172.67.238.3,4,3,0.25,179.72,0.00,N/A
172.67.251.179,4,3,0.25,179.81,0.00,N/A
104.24.180.182,4,3,0.25,179.93,0.00,N/A
172.67.159.115,4,3,0.25,179.95,0.00,N/A
172.66.164.185,4,3,0.25,179.96,0.00,N/A
162.159.196.112,4,3,0.25,180.26,0.00,N/A
104.25.208.38,4,3,0.25,180.40,0.00,N/A
104.21.64.128,4,3,0.25,180.42,0.00,N/A
104.25.179.248,4,3,0.25,180.54,0.00,N/A
104.21.6.169,4,3,0.25,180.54,0.00,N/A
172.65.76.56,4,3,0.25,180.66,0.00,N/A
104.25.251.223,4,3,0.25,180.68,0.00,N/A
172.64.77.207,4,3,0.25,180.88,0.00,N/A
104.27.112.230,4,3,0.25,181.39,0.00,N/A
172.65.91.60,4,3,0.25,181.39,0.00,N/A
172.66.169.212,4,3,0.25,181.76,0.00,N/A
104.25.20.14,4,3,0.25,181.94,0.00,N/A
104.25.198.151,4,3,0.25,182.01,0.00,N/A
172.67.196.60,4,3,0.25,182.04,0.00,N/A
104.25.24.186,4,3,0.25,182.12,0.00,N/A
104.21.218.195,4,3,0.25,182.19,0.00,N/A
172.66.193.138,4,3,0.25,182.25,0.00,N/A
104.27.119.49,4,3,0.25,182.35,0.00,N/A
104.25.173.185,4,3,0.25,182.38,0.00,N/A
104.27.73.9,4,3,0.25,183.45,0.00,N/A
104.25.125.129,4,3,0.25,183.46,0.00,N/A
104.21.203.222,4,3,0.25,183.50,0.00,N/A
172.67.186.144,4,3,0.25,183.61,0.00,N/A
172.67.250.71,4,3,0.25,183.71,0.00,N/A
104.27.89.152,4,3,0.25,183.96,0.00,N/A
172.65.172.2,4,3,0.25,184.21,0.00,N/A
104.21.50.193,4,3,0.25,184.50,0.00,N/A
104.27.80.2,4,3,0.25,184.88,0.00,N/A
172.67.225.72,4,3,0.25,184.93,0.00,N/A
104.21.95.121,4,3,0.25,185.06,0.00,N/A
172.67.213.150,4,3,0.25,185.08,0.00,N/A
172.67.214.50,4,3,0.25,185.13,0.00,N/A
104.24.73.163,4,3,0.25,185.31,0.00,N/A
172.67.231.61,4,3,0.25,185.31,0.00,N/A
104.27.15.55,4,3,0.25,185.41,0.00,N/A
104.25.188.235,4,3,0.25,185.43,0.00,N/A
104.27.124.186,4,3,0.25,185.83,0.00,N/A
172.66.214.146,4,3,0.25,185.89,0.00,N/A
104.21.55.52,4,3,0.25,185.99,0.00,N/A
104.24.24.134,4,3,0.25,186.10,0.00,N/A
104.21.48.40,4,3,0.25,186.17,0.00,N/A
104.27.197.120,4,3,0.25,186.40,0.00,N/A
104.21.44.17,4,3,0.25,186.70,0.00,N/A
172.67.94.136,4,3,0.25,186.71,0.00,N/A
104.25.148.67,4,3,0.25,186.82,0.00,N/A
172.67.67.214,4,3,0.25,186.87,0.00,N/A
172.67.224.34,4,3,0.25,186.87,0.00,N/A
172.65.139.75,4,3,0.25,186.89,0.00,N/A
172.67.101.104,4,3,0.25,187.24,0.00,N/A
172.67.233.117,4,3,0.25,187.27,0.00,N/A
104.25.58.159,4,3,0.25,187.48,0.00,N/A
104.26.9.190,4,3,0.25,187.52,0.00,N/A
172.67.151.238,4,3,0.25,187.53,0.00,N/A
104.21.104.5,4,3,0.25,187.63,0.00,N/A
172.65.110.188,4,3,0.25,187.65,0.00,N/A
104.25.38.80,4,3,0.25,187.76,0.00,N/A
104.21.42.100,4,3,0.25,187.77,0.00,N/A
104.25.242.63,4,3,0.25,187.91,0.00,N/A
172.65.37.139,4,3,0.25,187.92,0.00,N/A
172.65.48.41,4,3,0.25,187.92,0.00,N/A
104.21.67.205,4,3,0.25,188.09,0.00,N/A
104.25.168.120,4,3,0.25,188.30,0.00,N/A
172.67.80.139,4,3,0.25,188.37,0.00,N/A
104.27.75.101,4,3,0.25,188.49,0.00,N/A
172.65.21.180,4,3,0.25,188.52,0.00,N/A
172.66.129.250,4,3,0.25,188.60,0.00,N/A
104.27.88.34,4,3,0.25,188.61,0.00,N/A
172.65.181.178,4,3,0.25,188.70,0.00,N/A
172.65.180.167,4,3,0.25,188.77,0.00,N/A
172.65.60.208,4,3,0.25,188.94,0.00,N/A
104.24.137.247,4,3,0.25,188.99,0.00,N/A
172.66.210.163,4,3,0.25,189.32,0.00,N/A
172.67.72.246,4,3,0.25,189.50,0.00,N/A
172.67.218.121,4,3,0.25,189.57,0.00,N/A
172.65.55.226,4,3,0.25,189.58,0.00,N/A
172.65.19.206,4,3,0.25,189.64,0.00,N/A
172.65.63.229,4,3,0.25,189.69,0.00,N/A
172.65.178.201,4,3,0.25,189.74,0.00,N/A
172.67.208.131,4,3,0.25,189.85,0.00,N/A
104.21.41.70,4,3,0.25,189.92,0.00,N/A
104.27.46.194,4,3,0.25,189.93,0.00,N/A
104.25.98.225,4,3,0.25,189.95,0.00,N/A
172.67.210.137,4,3,0.25,190.23,0.00,N/A
172.67.228.36,4,3,0.25,190.24,0.00,N/A
172.67.88.194,4,3,0.25,190.26,0.00,N/A
172.67.74.53,4,3,0.25,190.35,0.00,N/A
172.67.141.67,4,3,0.25,190.53,0.00,N/A
172.67.146.180,4,3,0.25,190.64,0.00,N/A
172.64.75.112,4,3,0.25,190.76,0.00,N/A
104.27.120.132,4,3,0.25,190.83,0.00,N/A
104.24.246.181,4,3,0.25,190.86,0.00,N/A
104.25.84.4,4,3,0.25,190.88,0.00,N/A
104.24.72.79,4,3,0.25,190.97,0.00,N/A
172.65.176.141,4,3,0.25,191.06,0.00,N/A
104.24.45.116,4,3,0.25,191.27,0.00,N/A
172.65.101.80,4,3,0.25,191.37,0.00,N/A
104.21.103.224,4,3,0.25,191.54,0.00,N/A
104.21.200.141,4,3,0.25,191.60,0.00,N/A
104.21.124.246,4,3,0.25,191.90,0.00,N/A
104.21.15.83,4,3,0.25,191.99,0.00,N/A
172.67.227.37,4,3,0.25,192.00,0.00,N/A
104.21.219.232,4,3,0.25,192.01,0.00,N/A
172.66.192.191,4,3,0.25,192.02,0.00,N/A
172.65.23.39,4,3,0.25,192.04,0.00,N/A
172.67.205.237,4,3,0.25,192.25,0.00,N/A
104.25.30.62,4,3,0.25,192.28,0.00,N/A
104.25.166.49,4,3,0.25,192.28,0.00,N/A
172.67.230.89,4,3,0.25,192.37,0.00,N/A
104.25.93.157,4,3,0.25,192.65,0.00,N/A
104.25.178.238,4,3,0.25,192.68,0.00,N/A
172.67.97.76,4,3,0.25,193.00,0.00,N/A
172.65.109.144,4,3,0.25,193.01,0.00,N/A
172.65.104.145,4,3,0.25,193.03,0.00,N/A
172.67.197.32,4,3,0.25,193.29,0.00,N/A
104.24.248.70,4,3,0.25,193.44,0.00,N/A
104.21.39.222,4,3,0.25,193.84,0.00,N/A
162.159.95.172,4,3,0.25,194.00,0.00,N/A
172.65.190.145,4,3,0.25,194.09,0.00,N/A
172.65.31.193,4,3,0.25,194.16,0.00,N/A
104.24.209.56,4,3,0.25,194.24,0.00,N/A
104.21.72.214,4,3,0.25,194.24,0.00,N/A
104.21.32.166,4,3,0.25,194.46,0.00,N/A
104.24.87.43,4,3,0.25,194.89,0.00,N/A
162.159.231.227,4,3,0.25,194.92,0.00,N/A
172.67.144.234,4,3,0.25,195.01,0.00,N/A
104.27.199.201,4,3,0.25,195.06,0.00,N/A
104.25.172.110,4,3,0.25,195.22,0.00,N/A
172.65.164.35,4,3,0.25,195.29,0.00,N/A
104.27.205.59,4,3,0.25,195.56,0.00,N/A
172.67.253.192,4,3,0.25,195.60,0.00,N/A
104.24.186.207,4,3,0.25,195.63,0.00,N/A
104.25.169.249,4,3,0.25,195.79,0.00,N/A
104.27.194.1,4,3,0.25,195.83,0.00,N/A
172.65.85.95,4,3,0.25,195.86,0.00,N/A
172.65.11.233,4,3,0.25,195.90,0.00,N/A
104.25.146.232,4,3,0.25,196.03,0.00,N/A
172.67.226.198,4,3,0.25,196.07,0.00,N/A
104.25.115.89,4,3,0.25,196.14,0.00,N/A
172.67.212.111,4,3,0.25,196.20,0.00,N/A
172.67.116.205,4,3,0.25,196.36,0.00,N/A
172.66.139.164,4,3,0.25,196.40,0.00,N/A
104.25.36.116,4,3,0.25,196.43,0.00,N/A
104.21.35.180,4,3,0.25,196.62,0.00,N/A
172.65.156.217,4,3,0.25,196.70,0.00,N/A
172.65.51.58,4,3,0.25,196.85,0.00,N/A
104.24.228.168,4,3,0.25,196.86,0.00,N/A
162.159.93.158,4,3,0.25,196.93,0.00,N/A
104.24.37.178,4,3,0.25,196.95,0.00,N/A
104.21.54.245,4,3,0.25,196.99,0.00,N/A
172.67.148.29,4,3,0.25,197.02,0.00,N/A
104.27.78.73,4,3,0.25,197.17,0.00,N/A
104.27.85.194,4,3,0.25,197.19,0.00,N/A
172.67.91.162,4,3,0.25,197.25,0.00,N/A
172.66.131.65,4,3,0.25,197.38,0.00,N/A
104.25.181.228,4,3,0.25,197.40,0.00,N/A
172.65.74.57,4,3,0.25,197.42,0.00,N/A
172.67.82.157,4,3,0.25,197.47,0.00,N/A
104.25.164.13,4,3,0.25,197.58,0.00,N/A
104.21.101.15,4,3,0.25,197.60,0.00,N/A
172.67.70.3,4,3,0.25,197.60,0.00,N/A
172.67.113.4,4,3,0.25,197.69,0.00,N/A
172.65.40.169,4,3,0.25,197.86,0.00,N/A
172.65.95.247,4,3,0.25,198.08,0.00,N/A
172.65.118.10,4,3,0.25,198.12,0.00,N/A
172.65.188.219,4,3,0.25,198.17,0.00,N/A
162.159.157.92,4,3,0.25,198.42,0.00,N/A
172.67.222.247,4,3,0.25,198.49,0.00,N/A
104.21.222.234,4,3,0.25,198.57,0.00,N/A
172.67.71.249,4,3,0.25,198.73,0.00,N/A
172.67.180.116,4,3,0.25,198.84,0.00,N/A
104.27.123.51,4,3,0.25,199.10,0.00,N/A
172.65.131.98,4,3,0.25,199.15,0.00,N/A
104.21.194.149,4,3,0.25,199.41,0.00,N/A
104.24.235.67,4,3,0.25,199.43,0.00,N/A
104.27.81.45,4,3,0.25,199.55,0.00,N/A
162.159.151.154,4,3,0.25,200.05,0.00,N/A
104.25.91.168,4,3,0.25,200.12,0.00,N/A
104.21.2.194,4,3,0.25,200.22,0.00,N/A
104.25.74.241,4,3,0.25,200.57,0.00,N/A
104.21.23.20,4,3,0.25,200.64,0.00,N/A
104.21.205.148,4,3,0.25,200.65,0.00,N/A
104.24.179.251,4,3,0.25,200.65,0.00,N/A
104.25.14.134,4,3,0.25,200.72,0.00,N/A
104.24.88.184,4,3,0.25,200.81,0.00,N/A
104.27.70.167,4,3,0.25,200.84,0.00,N/A
104.24.239.228,4,3,0.25,201.11,0.00,N/A
172.67.239.84,4,3,0.25,201.14,0.00,N/A
104.21.49.166,4,3,0.25,201.27,0.00,N/A
172.65.10.218,4,3,0.25,201.36,0.00,N/A
104.20.7.151,4,3,0.25,201.40,0.00,N/A
172.66.138.72,4,3,0.25,201.44,0.00,N/A
104.25.245.131,4,3,0.25,201.52,0.00,N/A
104.21.76.20,4,3,0.25,201.56,0.00,N/A
104.27.68.57,4,3,0.25,201.58,0.00,N/A
104.27.195.69,4,3,0.25,201.61,0.00,N/A
104.25.15.251,4,3,0.25,201.65,0.00,N/A
104.25.152.148,4,3,0.25,201.68,0.00,N/A
104.25.54.103,4,3,0.25,201.69,0.00,N/A
172.67.193.216,4,3,0.25,201.73,0.00,N/A
172.67.181.51,4,3,0.25,201.85,0.00,N/A
172.66.128.238,4,3,0.25,202.25,0.00,N/A
104.24.225.251,4,3,0.25,202.32,0.00,N/A
172.67.254.230,4,3,0.25,202.33,0.00,N/A
104.25.52.181,4,3,0.25,202.34,0.00,N/A
172.67.168.242,4,3,0.25,202.41,0.00,N/A
104.21.126.123,4,3,0.25,202.42,0.00,N/A
172.67.237.15,4,3,0.25,202.43,0.00,N/A
104.21.98.152,4,3,0.25,202.43,0.00,N/A
172.65.105.106,4,3,0.25,202.46,0.00,N/A
104.21.214.64,4,3,0.25,202.53,0.00,N/A
172.67.240.163,4,3,0.25,202.58,0.00,N/A
104.27.33.224,4,3,0.25,202.63,0.00,N/A
104.24.200.151,4,3,0.25,202.74,0.00,N/A
104.25.78.20,4,3,0.25,202.81,0.00,N/A
104.24.175.17,4,3,0.25,202.86,0.00,N/A
104.21.77.87,4,3,0.25,202.98,0.00,N/A
104.21.93.246,4,3,0.25,203.01,0.00,N/A
172.67.183.214,4,3,0.25,203.14,0.00,N/A
172.67.248.24,4,3,0.25,203.29,0.00,N/A
172.66.159.4,4,3,0.25,203.31,0.00,N/A
172.65.34.230,4,3,0.25,203.34,0.00,N/A
104.25.2.18,4,3,0.25,203.37,0.00,N/A
172.66.162.197,4,3,0.25,203.41,0.00,N/A
104.25.162.116,4,3,0.25,203.47,0.00,N/A
104.21.71.72,4,3,0.25,203.52,0.00,N/A
104.20.3.144,4,3,0.25,203.62,0.00,N/A
172.66.176.58,4,3,0.25,203.73,0.00,N/A
104.25.200.88,4,3,0.25,203.81,0.00,N/A
104.21.40.144,4,3,0.25,203.84,0.00,N/A
172.67.135.112,4,3,0.25,203.93,0.00,N/A
104.24.147.215,4,3,0.25,204.01,0.00,N/A
172.65.150.166,4,3,0.25,204.03,0.00,N/A
172.67.121.157,4,3,0.25,204.28,0.00,N/A
172.67.192.61,4,3,0.25,204.28,0.00,N/A
172.66.145.212,4,3,0.25,204.30,0.00,N/A
104.25.77.93,4,3,0.25,204.35,0.00,N/A
104.24.178.40,4,3,0.25,204.39,0.00,N/A
172.66.141.190,4,3,0.25,204.51,0.00,N/A
172.65.120.154,4,3,0.25,204.53,0.00,N/A
104.24.89.142,4,3,0.25,204.54,0.00,N/A
104.24.251.99,4,3,0.25,204.59,0.00,N/A
104.25.28.2,4,3,0.25,204.63,0.00,N/A
104.27.10.23,4,3,0.25,204.65,0.00,N/A
104.27.198.220,4,3,0.25,204.66,0.00,N/A
104.27.66.173,4,3,0.25,204.67,0.00,N/A
104.20.5.35,4,3,0.25,204.70,0.00,N/A
104.27.84.133,4,3,0.25,204.81,0.00,N/A
104.25.140.99,4,3,0.25,204.90,0.00,N/A
172.65.93.150,4,3,0.25,204.91,0.00,N/A
172.65.147.83,4,3,0.25,205.25,0.00,N/A
172.65.128.225,4,3,0.25,205.47,0.00,N/A
104.27.100.143,4,3,0.25,205.50,0.00,N/A
104.25.16.12,4,3,0.25,205.52,0.00,N/A
104.21.106.153,4,3,0.25,205.54,0.00,N/A
104.25.12.7,4,3,0.25,205.64,0.00,N/A
172.67.89.155,4,3,0.25,205.66,0.00,N/A
104.24.16.40,4,3,0.25,205.72,0.00,N/A
104.27.39.43,4,3,0.25,205.79,0.00,N/A
172.67.99.73,4,3,0.25,205.83,0.00,N/A
172.65.157.194,4,3,0.25,205.89,0.00,N/A
104.26.5.10,4,3,0.25,205.93,0.00,N/A
172.64.188.129,4,3,0.25,205.93,0.00,N/A
104.21.37.33,4,3,0.25,206.03,0.00,N/A
172.67.201.173,4,3,0.25,206.03,0.00,N/A
172.67.202.209,4,3,0.25,206.10,0.00,N/A
172.66.204.150,4,3,0.25,206.33,0.00,N/A
104.25.186.203,4,3,0.25,206.39,0.00,N/A
172.65.59.152,4,3,0.25,206.52,0.00,N/A
104.25.85.146,4,3,0.25,206.60,0.00,N/A
172.67.217.173,4,3,0.25,206.64,0.00,N/A
172.67.206.204,4,3,0.25,206.77,0.00,N/A
104.27.116.205,4,3,0.25,206.79,0.00,N/A
104.24.223.79,4,3,0.25,207.16,0.00,N/A
104.21.197.73,4,3,0.25,207.31,0.00,N/A
104.21.36.246,4,3,0.25,207.34,0.00,N/A
172.67.249.17,4,3,0.25,207.38,0.00,N/A
172.65.86.120,4,3,0.25,207.40,0.00,N/A
104.24.82.128,4,3,0.25,207.42,0.00,N/A
162.159.160.110,4,3,0.25,207.70,0.00,N/A
104.27.54.90,4,3,0.25,207.71,0.00,N/A
104.27.201.126,4,3,0.25,207.97,0.00,N/A
104.24.57.180,4,3,0.25,208.09,0.00,N/A
162.159.149.38,4,3,0.25,208.24,0.00,N/A
104.25.217.86,4,3,0.25,208.30,0.00,N/A
104.25.23.183,4,3,0.25,208.32,0.00,N/A
104.25.191.146,4,3,0.25,208.38,0.00,N/A
162.159.90.131,4,3,0.25,208.50,0.00,N/A
104.25.132.74,4,3,0.25,208.85,0.00,N/A
104.21.46.45,4,3,0.25,208.94,0.00,N/A
104.27.14.67,4,3,0.25,209.05,0.00,N/A
172.67.211.70,4,3,0.25,209.16,0.00,N/A
104.27.3.4,4,3,0.25,209.24,0.00,N/A
162.159.145.216,4,3,0.25,209.51,0.00,N/A
104.25.103.132,4,3,0.25,209.52,0.00,N/A
104.25.22.135,4,3,0.25,209.54,0.00,N/A
172.67.187.201,4,3,0.25,209.89,0.00,N/A
172.67.138.199,4,3,0.25,209.93,0.00,N/A
172.66.209.99,4,3,0.25,210.09,0.00,N/A
104.25.63.74,4,3,0.25,210.15,0.00,N/A
172.66.174.190,4,3,0.25,210.22,0.00,N/A
104.27.82.68,4,3,0.25,210.33,0.00,N/A
172.65.116.29,4,3,0.25,210.44,0.00,N/A
172.67.235.31,4,3,0.25,210.53,0.00,N/A
104.25.80.71,4,3,0.25,210.78,0.00,N/A
104.25.46.80,4,3,0.25,210.79,0.00,N/A
104.25.75.8,4,3,0.25,211.10,0.00,N/A
104.25.180.131,4,3,0.25,211.12,0.00,N/A
172.67.124.160,4,3,0.25,211.43,0.00,N/A
172.67.66.167,4,3,0.25,211.45,0.00,N/A
104.25.53.9,4,3,0.25,211.47,0.00,N/A
172.67.200.176,4,3,0.25,211.54,0.00,N/A
104.24.189.79,4,3,0.25,211.57,0.00,N/A
172.67.158.36,4,3,0.25,211.63,0.00,N/A
104.27.77.90,4,3,0.25,211.63,0.00,N/A
104.27.18.174,4,3,0.25,211.65,0.00,N/A
172.65.26.25,4,3,0.25,211.78,0.00,N/A
172.67.100.146,4,3,0.25,211.92,0.00,N/A
104.21.31.61,4,3,0.25,211.93,0.00,N/A
104.21.216.191,4,3,0.25,211.94,0.00,N/A
104.27.71.115,4,3,0.25,212.02,0.00,N/A
104.25.171.202,4,3,0.25,212.14,0.00,N/A
104.21.212.108,4,3,0.25,212.39,0.00,N/A
104.25.34.1,4,3,0.25,212.47,0.00,N/A
104.25.83.136,4,3,0.25,212.48,0.00,N/A
104.21.102.210,4,3,0.25,212.67,0.00,N/A
104.24.26.7,4,3,0.25,212.81,0.00,N/A
104.24.240.34,4,3,0.25,212.90,0.00,N/A
104.25.136.227,4,3,0.25,212.94,0.00,N/A
104.25.202.69,4,3,0.25,212.94,0.00,N/A
104.21.111.39,4,3,0.25,212.97,0.00,N/A
172.67.223.53,4,3,0.25,213.06,0.00,N/A
172.67.98.21,4,3,0.25,213.13,0.00,N/A
172.67.150.223,4,3,0.25,213.15,0.00,N/A
172.67.234.185,4,3,0.25,213.16,0.00,N/A
